scenario_id,sample_id,area_width,area_height,sink_x,sink_y,n_relays,relay_0_x,relay_0_y,relay_1_x,relay_1_y,relay_2_x,relay_2_y,relay_interface,relay_frequency,relay_bandwidth,relay_bitrate,relay_power,relay_traffic,node_interface,node_frequency,node_bandwidth,node_bitrate,node_power,node_traffic,propagation,packet_length,interval,network_seed,simulated_range,fitness
8,9,575.238,536.496,353.421,70.9617,3,339.264,91.7409,298.018,211.663,253.236,109.039,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.34058
9,0,585.926,547.15,77.8208,357.104,3,171.096,331.563,240.011,320.016,150.766,197.739,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.346154
9,1,585.926,547.15,77.8208,357.104,3,112.187,324.919,239.754,377.542,106.783,227.681,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.389744
9,2,585.926,547.15,77.8208,357.104,3,234.183,359.18,172.462,344.143,82.2489,224.351,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.374359
9,3,585.926,547.15,77.8208,357.104,3,104.049,321.119,233.371,248.812,195.794,211.063,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.235897
9,4,585.926,547.15,77.8208,357.104,3,134.107,311.824,236.344,358.757,219.253,256.509,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.325641
9,5,585.926,547.15,77.8208,357.104,3,216.623,319.013,191.407,326.721,211.386,195.561,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.374359
9,6,585.926,547.15,77.8208,357.104,3,127.553,287.488,188.316,336.207,109.426,277.19,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.312821
9,7,585.926,547.15,77.8208,357.104,3,209.457,314.676,160.944,285.781,167.966,202.704,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.302564
9,8,585.926,547.15,77.8208,357.104,3,225.757,350.643,208.581,387.053,122.877,258.827,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.351282
9,9,585.926,547.15,77.8208,357.104,3,225.742,273.233,193.008,365.595,127.737,209.881,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.001,0,0,32,5,42,155,0.364103
10,0,512.95,587.376,130.321,385.194,3,106.251,395.238,27.3517,528.774,46.2199,383.378,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.320707
10,1,512.95,587.376,130.321,385.194,3,115.323,432.563,73.975,500.536,0,402.565,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.315657
10,2,512.95,587.376,130.321,385.194,3,170.496,394.346,76.5189,587.376,71.224,439.529,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.386364
10,3,512.95,587.376,130.321,385.194,3,68.342,368.215,0,498.192,19.127,437.823,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.323232
10,4,512.95,587.376,130.321,385.194,3,63.7913,440.405,0,575.667,92.0302,402.22,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.313131
10,5,512.95,587.376,130.321,385.194,3,155.424,409.625,30.4213,525.093,47.0972,446.89,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.366162
10,6,512.95,587.376,130.321,385.194,3,70.0677,425.401,73.3396,527.841,20.5598,371.673,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.335859
10,7,512.95,587.376,130.321,385.194,3,37.742,330.081,33.0672,458.851,90.4047,352.53,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.343434
10,8,512.95,587.376,130.321,385.194,3,63.5557,355.595,0,470.043,18.4488,408.476,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.323232
10,9,512.95,587.376,130.321,385.194,3,56.1014,419.371,84.9692,492.044,20.0236,338.668,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.340909
11,0,578.826,502.486,436.458,381.453,3,394.736,307.914,396.839,251.452,389.499,323.172,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.428922
11,1,578.826,502.486,436.458,381.453,3,406.65,293.751,415.062,219.629,353.683,344.481,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.502451
11,2,578.826,502.486,436.458,381.453,3,460.841,269.076,389.419,191.71,339.953,383.589,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.578431
11,3,578.826,502.486,436.458,381.453,3,432.717,373.73,441.103,243.887,378.145,388.155,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.463235
11,4,578.826,502.486,436.458,381.453,3,341.945,236.414,461.675,311.431,334.08,264.139,0,2.45e+09,2.8e+06,250000,0.00224,0,0,2.45e+09,2.8e+06,250000,0.00224,0,0,32,5,42,155,0.5
