relay_interface,relay_frequency,relay_bandwidth,relay_bitrate,relay_power,relay_traffic,node_interface,node_frequency,node_bandwidth,node_bitrate,node_power,node_traffic,propagation,packet_length,interval,seed
0,2450000000,2800000,250000,0.00224,0,0,2450000000,2800000,250000,0.00224,0,0,100,1.0,42
