relay_interface,relay_frequency,relay_bandwidth,relay_bitrate,relay_power,relay_propagation,relay_traffic,node_interface,node_frequency,node_bandwidth,node_bitrate,node_power,node_propagation,node_traffic,packet_length,interval,seed
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
