pair,seed,relays,width,height,nodes,network_config,evaluations,pso_best_pdr,naive_best_pdr,delta_pdr,naive_failed,naive_failed_before_checkpoint,naive_last_logged_iteration
4,747263,2,500.0,500.0,,1,80,0.438889,0.438889,0.0,False,False,133
4,747263,2,500.0,500.0,,1,100,0.441667,0.438889,0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,120,0.452778,0.438889,0.01388900000000004,False,False,133
4,747263,2,500.0,500.0,,1,140,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,160,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,180,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,200,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,220,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,240,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,260,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,280,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,300,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,320,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,340,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,360,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,380,0.461111,0.463889,-0.0027780000000000027,False,False,133
4,747263,2,500.0,500.0,,1,400,0.461111,0.463889,-0.0027780000000000027,False,False,133
5,677807,2,500.0,500.0,,1,20,0.466667,0.466667,0.0,False,False,168
5,677807,2,500.0,500.0,,1,40,0.466667,0.466667,0.0,False,False,168
5,677807,2,500.0,500.0,,1,60,0.497222,0.466667,0.030555,False,False,168
5,677807,2,500.0,500.0,,1,80,0.497222,0.466667,0.030555,False,False,168
5,677807,2,500.0,500.0,,1,100,0.5,0.466667,0.033333,False,False,168
5,677807,2,500.0,500.0,,1,120,0.511111,0.466667,0.044443999999999984,False,False,168
5,677807,2,500.0,500.0,,1,140,0.513889,0.469444,0.04444500000000007,False,False,168
5,677807,2,500.0,500.0,,1,160,0.513889,0.469444,0.04444500000000007,False,False,168
5,677807,2,500.0,500.0,,1,180,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,200,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,220,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,240,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,260,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,280,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,300,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,320,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,340,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,360,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,380,0.516667,0.475,0.04166700000000001,False,False,168
5,677807,2,500.0,500.0,,1,400,0.516667,0.475,0.04166700000000001,False,False,168
6,806219,2,500.0,500.0,,1,20,0.347222,0.347222,0.0,False,False,192
6,806219,2,500.0,500.0,,1,40,0.35,0.369444,-0.019444000000000017,False,False,192
6,806219,2,500.0,500.0,,1,60,0.358333,0.397222,-0.03888900000000001,False,False,192
6,806219,2,500.0,500.0,,1,80,0.397222,0.397222,0.0,False,False,192
6,806219,2,500.0,500.0,,1,100,0.405556,0.397222,0.008334000000000008,False,False,192
6,806219,2,500.0,500.0,,1,120,0.405556,0.397222,0.008334000000000008,False,False,192
6,806219,2,500.0,500.0,,1,140,0.405556,0.397222,0.008334000000000008,False,False,192
6,806219,2,500.0,500.0,,1,160,0.405556,0.408333,-0.002776999999999974,False,False,192
6,806219,2,500.0,500.0,,1,180,0.405556,0.408333,-0.002776999999999974,False,False,192
6,806219,2,500.0,500.0,,1,200,0.405556,0.416667,-0.011110999999999982,False,False,192
6,806219,2,500.0,500.0,,1,220,0.405556,0.416667,-0.011110999999999982,False,False,192
6,806219,2,500.0,500.0,,1,240,0.411111,0.416667,-0.005556000000000005,False,False,192
6,806219,2,500.0,500.0,,1,260,0.416667,0.416667,0.0,False,False,192
6,806219,2,500.0,500.0,,1,280,0.416667,0.416667,0.0,False,False,192
6,806219,2,500.0,500.0,,1,300,0.422222,0.416667,0.005554999999999977,False,False,192
6,806219,2,500.0,500.0,,1,320,0.430556,0.416667,0.013888999999999985,False,False,192
6,806219,2,500.0,500.0,,1,340,0.430556,0.416667,0.013888999999999985,False,False,192
6,806219,2,500.0,500.0,,1,360,0.430556,0.416667,0.013888999999999985,False,False,192
6,806219,2,500.0,500.0,,1,380,0.430556,0.416667,0.013888999999999985,False,False,192
6,806219,2,500.0,500.0,,1,400,0.430556,0.416667,0.013888999999999985,False,False,192
7,76126870,2,500.0,500.0,,1,20,0.408333,0.408333,0.0,False,False,227
7,76126870,2,500.0,500.0,,1,40,0.447222,0.408333,0.03888900000000001,False,False,227
7,76126870,2,500.0,500.0,,1,60,0.477778,0.408333,0.06944499999999998,False,False,227
7,76126870,2,500.0,500.0,,1,80,0.477778,0.408333,0.06944499999999998,False,False,227
7,76126870,2,500.0,500.0,,1,100,0.477778,0.408333,0.06944499999999998,False,False,227
7,76126870,2,500.0,500.0,,1,120,0.477778,0.408333,0.06944499999999998,False,False,227
7,76126870,2,500.0,500.0,,1,140,0.477778,0.408333,0.06944499999999998,False,False,227
7,76126870,2,500.0,500.0,,1,160,0.477778,0.411111,0.06666699999999998,False,False,227
7,76126870,2,500.0,500.0,,1,180,0.477778,0.416667,0.06111099999999997,False,False,227
7,76126870,2,500.0,500.0,,1,200,0.477778,0.416667,0.06111099999999997,False,False,227
7,76126870,2,500.0,500.0,,1,220,0.477778,0.416667,0.06111099999999997,False,False,227
7,76126870,2,500.0,500.0,,1,240,0.477778,0.452778,0.024999999999999967,False,False,227
