pair,seed,relays,width,height,nodes,network_config,evaluations,pso_best_pdr,naive_best_pdr,delta_pdr,naive_failed,naive_failed_before_checkpoint,naive_last_logged_iteration
16,747263,2,500.0,500.0,,2,180,0.388889,0.372222,0.016666999999999987,False,False,72
16,747263,2,500.0,500.0,,2,200,0.388889,0.372222,0.016666999999999987,False,False,72
16,747263,2,500.0,500.0,,2,220,0.388889,0.372222,0.016666999999999987,False,False,72
16,747263,2,500.0,500.0,,2,240,0.388889,0.372222,0.016666999999999987,False,False,72
16,747263,2,500.0,500.0,,2,260,0.388889,0.372222,0.016666999999999987,False,False,72
16,747263,2,500.0,500.0,,2,280,0.391667,0.372222,0.01944499999999999,False,False,72
16,747263,2,500.0,500.0,,2,300,0.391667,0.372222,0.01944499999999999,False,False,72
16,747263,2,500.0,500.0,,2,320,0.397222,0.372222,0.025000000000000022,False,False,72
16,747263,2,500.0,500.0,,2,340,0.397222,0.372222,0.025000000000000022,False,False,72
16,747263,2,500.0,500.0,,2,360,0.397222,0.372222,0.025000000000000022,False,False,72
16,747263,2,500.0,500.0,,2,380,0.397222,0.372222,0.025000000000000022,False,False,72
16,747263,2,500.0,500.0,,2,400,0.397222,0.372222,0.025000000000000022,False,False,72
17,677807,2,500.0,500.0,,2,20,0.330556,0.330556,0.0,False,False,118
17,677807,2,500.0,500.0,,2,40,0.336111,0.330556,0.005554999999999977,False,False,118
17,677807,2,500.0,500.0,,2,60,0.347222,0.330556,0.01666599999999996,False,False,118
17,677807,2,500.0,500.0,,2,80,0.355556,0.333333,0.022222999999999993,False,False,118
17,677807,2,500.0,500.0,,2,100,0.361111,0.333333,0.027778000000000025,False,False,118
17,677807,2,500.0,500.0,,2,120,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,140,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,160,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,180,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,200,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,220,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,240,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,260,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,280,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,300,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,320,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,340,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,360,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,380,0.361111,0.352778,0.008333000000000035,False,False,118
17,677807,2,500.0,500.0,,2,400,0.361111,0.352778,0.008333000000000035,False,False,118
18,806219,2,500.0,500.0,,2,20,0.291667,0.291667,0.0,False,False,160
18,806219,2,500.0,500.0,,2,40,0.297222,0.291667,0.005554999999999977,False,False,160
18,806219,2,500.0,500.0,,2,60,0.297222,0.294444,0.0027780000000000027,False,False,160
18,806219,2,500.0,500.0,,2,80,0.308333,0.297222,0.011111000000000038,False,False,160
18,806219,2,500.0,500.0,,2,100,0.316667,0.297222,0.01944499999999999,False,False,160
18,806219,2,500.0,500.0,,2,120,0.316667,0.297222,0.01944499999999999,False,False,160
18,806219,2,500.0,500.0,,2,140,0.322222,0.297222,0.025000000000000022,False,False,160
18,806219,2,500.0,500.0,,2,160,0.322222,0.297222,0.025000000000000022,False,False,160
18,806219,2,500.0,500.0,,2,180,0.322222,0.305556,0.016666000000000014,False,False,160
18,806219,2,500.0,500.0,,2,200,0.322222,0.305556,0.016666000000000014,False,False,160
18,806219,2,500.0,500.0,,2,220,0.322222,0.305556,0.016666000000000014,False,False,160
18,806219,2,500.0,500.0,,2,240,0.325,0.305556,0.019444000000000017,False,False,160
18,806219,2,500.0,500.0,,2,260,0.325,0.305556,0.019444000000000017,False,False,160
18,806219,2,500.0,500.0,,2,280,0.327778,0.305556,0.02222200000000002,False,False,160
18,806219,2,500.0,500.0,,2,300,0.352778,0.305556,0.047221999999999986,False,False,160
18,806219,2,500.0,500.0,,2,320,0.352778,0.305556,0.047221999999999986,False,False,160
18,806219,2,500.0,500.0,,2,340,0.352778,0.305556,0.047221999999999986,False,False,160
18,806219,2,500.0,500.0,,2,360,0.352778,0.305556,0.047221999999999986,False,False,160
18,806219,2,500.0,500.0,,2,380,0.352778,0.305556,0.047221999999999986,False,False,160
18,806219,2,500.0,500.0,,2,400,0.352778,0.305556,0.047221999999999986,False,False,160
19,76126870,2,500.0,500.0,,2,20,0.294444,0.294444,0.0,False,False,210
19,76126870,2,500.0,500.0,,2,40,0.316667,0.294444,0.022222999999999993,False,False,210
19,76126870,2,500.0,500.0,,2,60,0.316667,0.294444,0.022222999999999993,False,False,210
19,76126870,2,500.0,500.0,,2,80,0.316667,0.305556,0.011110999999999982,False,False,210
19,76126870,2,500.0,500.0,,2,100,0.316667,0.305556,0.011110999999999982,False,False,210
19,76126870,2,500.0,500.0,,2,120,0.316667,0.313889,0.0027780000000000027,False,False,210
19,76126870,2,500.0,500.0,,2,140,0.316667,0.313889,0.0027780000000000027,False,False,210
19,76126870,2,500.0,500.0,,2,160,0.316667,0.313889,0.0027780000000000027,False,False,210
19,76126870,2,500.0,500.0,,2,180,0.316667,0.313889,0.0027780000000000027,False,False,210
19,76126870,2,500.0,500.0,,2,200,0.316667,0.313889,0.0027780000000000027,False,False,210
19,76126870,2,500.0,500.0,,2,220,0.316667,0.316667,0.0,False,False,210
19,76126870,2,500.0,500.0,,2,240,0.316667,0.316667,0.0,False,False,210
19,76126870,2,500.0,500.0,,2,260,0.358333,0.316667,0.041666000000000036,False,False,210
19,76126870,2,500.0,500.0,,2,280,0.358333,0.316667,0.041666000000000036,False,False,210
19,76126870,2,500.0,500.0,,2,300,0.361111,0.316667,0.04444400000000004,False,False,210
19,76126870,2,500.0,500.0,,2,320,0.361111,0.316667,0.04444400000000004,False,False,210
19,76126870,2,500.0,500.0,,2,340,0.361111,0.316667,0.04444400000000004,False,False,210
19,76126870,2,500.0,500.0,,2,360,0.361111,0.316667,0.04444400000000004,False,False,210
19,76126870,2,500.0,500.0,,2,380,0.361111,0.316667,0.04444400000000004,False,False,210
19,76126870,2,500.0,500.0,,2,400,0.361111,0.316667,0.04444400000000004,False,False,210
20,74509218,2,500.0,500.0,,2,20,0.327778,0.327778,0.0,False,False,259
20,74509218,2,500.0,500.0,,2,40,0.369444,0.347222,0.02222200000000002,False,False,259
20,74509218,2,500.0,500.0,,2,60,0.375,0.347222,0.027778000000000025,False,False,259
20,74509218,2,500.0,500.0,,2,80,0.375,0.347222,0.027778000000000025,False,False,259
20,74509218,2,500.0,500.0,,2,100,0.375,0.347222,0.027778000000000025,False,False,259
20,74509218,2,500.0,500.0,,2,120,0.375,0.347222,0.027778000000000025,False,False,259
20,74509218,2,500.0,500.0,,2,140,0.375,0.347222,0.027778000000000025,False,False,259
20,74509218,2,500.0,500.0,,2,160,0.375,0.347222,0.027778000000000025,False,False,259
20,74509218,2,500.0,500.0,,2,180,0.375,0.347222,0.027778000000000025,False,False,259
20,74509218,2,500.0,500.0,,2,200,0.375,0.347222,0.027778000000000025,False,False,259
20,74509218,2,500.0,500.0,,2,220,0.375,0.347222,0.027778000000000025,False,False,259
20,74509218,2,500.0,500.0,,2,240,0.388889,0.347222,0.04166700000000001,False,False,259
20,74509218,2,500.0,500.0,,2,260,0.394444,0.361111,0.033333,False,False,259
20,74509218,2,500.0,500.0,,2,280,0.394444,0.361111,0.033333,False,False,259
20,74509218,2,500.0,500.0,,2,300,0.394444,0.361111,0.033333,False,False,259
20,74509218,2,500.0,500.0,,2,320,0.394444,0.361111,0.033333,False,False,259
20,74509218,2,500.0,500.0,,2,340,0.394444,0.361111,0.033333,False,False,259
20,74509218,2,500.0,500.0,,2,360,0.394444,0.361111,0.033333,False,False,259
20,74509218,2,500.0,500.0,,2,380,0.397222,0.361111,0.036111000000000004,False,False,259
20,74509218,2,500.0,500.0,,2,400,0.397222,0.361111,0.036111000000000004,False,False,259
21,1664576,2,500.0,500.0,,2,20,0.311111,0.311111,0.0,False,False,321
21,1664576,2,500.0,500.0,,2,40,0.311111,0.311111,0.0,False,False,321
21,1664576,2,500.0,500.0,,2,60,0.316667,0.311111,0.00555599999999995,False,False,321
21,1664576,2,500.0,500.0,,2,80,0.327778,0.311111,0.016666999999999987,False,False,321
21,1664576,2,500.0,500.0,,2,100,0.341667,0.311111,0.030555999999999972,False,False,321
21,1664576,2,500.0,500.0,,2,120,0.341667,0.311111,0.030555999999999972,False,False,321
21,1664576,2,500.0,500.0,,2,140,0.341667,0.341667,0.0,False,False,321
21,1664576,2,500.0,500.0,,2,160,0.358333,0.341667,0.016666000000000014,False,False,321
21,1664576,2,500.0,500.0,,2,180,0.358333,0.341667,0.016666000000000014,False,False,321
21,1664576,2,500.0,500.0,,2,200,0.358333,0.341667,0.016666000000000014,False,False,321
21,1664576,2,500.0,500.0,,2,220,0.358333,0.341667,0.016666000000000014,False,False,321
21,1664576,2,500.0,500.0,,2,240,0.358333,0.341667,0.016666000000000014,False,False,321
21,1664576,2,500.0,500.0,,2,260,0.358333,0.341667,0.016666000000000014,False,False,321
21,1664576,2,500.0,500.0,,2,280,0.358333,0.341667,0.016666000000000014,False,False,321
21,1664576,2,500.0,500.0,,2,300,0.358333,0.341667,0.016666000000000014,False,False,321
21,1664576,2,500.0,500.0,,2,320,0.358333,0.341667,0.016666000000000014,False,False,321
21,1664576,2,500.0,500.0,,2,340,0.358333,0.344444,0.01388900000000004,False,False,321
21,1664576,2,500.0,500.0,,2,360,0.358333,0.344444,0.01388900000000004,False,False,321
21,1664576,2,500.0,500.0,,2,380,0.358333,0.344444,0.01388900000000004,False,False,321
21,1664576,2,500.0,500.0,,2,400,0.358333,0.344444,0.01388900000000004,False,False,321
22,40063030,2,500.0,500.0,,2,20,0.363889,0.363889,0.0,False,False,16
22,40063030,2,500.0,500.0,,2,40,0.366667,0.363889,0.0027780000000000027,False,False,16
22,40063030,2,500.0,500.0,,2,60,0.366667,0.363889,0.0027780000000000027,False,False,16
22,40063030,2,500.0,500.0,,2,80,0.366667,0.363889,0.0027780000000000027,False,False,16
22,40063030,2,500.0,500.0,,2,100,0.366667,0.363889,0.0027780000000000027,False,False,16
22,40063030,2,500.0,500.0,,2,120,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,140,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,160,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,180,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,200,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,220,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,240,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,260,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,280,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,300,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,320,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,340,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,360,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,380,0.383333,0.363889,0.01944399999999996,False,False,16
22,40063030,2,500.0,500.0,,2,400,0.383333,0.363889,0.01944399999999996,False,False,16
23,38032146,2,500.0,500.0,,2,20,0.313889,0.313889,0.0,False,False,14
23,38032146,2,500.0,500.0,,2,40,0.313889,0.313889,0.0,False,False,14
23,38032146,2,500.0,500.0,,2,60,0.313889,0.313889,0.0,False,False,14
23,38032146,2,500.0,500.0,,2,80,0.313889,0.313889,0.0,False,False,14
23,38032146,2,500.0,500.0,,2,100,0.313889,0.313889,0.0,False,False,14
23,38032146,2,500.0,500.0,,2,120,0.313889,0.313889,0.0,False,False,14
23,38032146,2,500.0,500.0,,2,140,0.313889,0.313889,0.0,False,False,14
23,38032146,2,500.0,500.0,,2,160,0.313889,0.313889,0.0,False,False,14
23,38032146,2,500.0,500.0,,2,180,0.313889,0.313889,0.0,False,False,14
23,38032146,2,500.0,500.0,,2,200,0.327778,0.313889,0.01388900000000004,False,False,14
23,38032146,2,500.0,500.0,,2,220,0.330556,0.313889,0.016667000000000043,False,False,14
23,38032146,2,500.0,500.0,,2,240,0.330556,0.313889,0.016667000000000043,False,False,14
23,38032146,2,500.0,500.0,,2,260,0.330556,0.313889,0.016667000000000043,False,False,14
23,38032146,2,500.0,500.0,,2,280,0.330556,0.313889,0.016667000000000043,False,False,14
23,38032146,2,500.0,500.0,,2,300,0.330556,0.313889,0.016667000000000043,False,False,14
23,38032146,2,500.0,500.0,,2,320,0.330556,0.313889,0.016667000000000043,False,False,14
23,38032146,2,500.0,500.0,,2,340,0.330556,0.313889,0.016667000000000043,False,False,14
23,38032146,2,500.0,500.0,,2,360,0.330556,0.313889,0.016667000000000043,False,False,14
23,38032146,2,500.0,500.0,,2,380,0.333333,0.313889,0.019444000000000017,False,False,14
23,38032146,2,500.0,500.0,,2,400,0.333333,0.313889,0.019444000000000017,False,False,14
24,74485470,2,500.0,500.0,,2,20,0.302778,0.302778,0.0,False,False,122
24,74485470,2,500.0,500.0,,2,40,0.308333,0.319444,-0.011110999999999982,False,False,122
24,74485470,2,500.0,500.0,,2,60,0.355556,0.322222,0.033333999999999975,False,False,122
24,74485470,2,500.0,500.0,,2,80,0.355556,0.330556,0.024999999999999967,False,False,122
24,74485470,2,500.0,500.0,,2,100,0.366667,0.330556,0.036111000000000004,False,False,122
24,74485470,2,500.0,500.0,,2,120,0.366667,0.338889,0.027778000000000025,False,False,122
24,74485470,2,500.0,500.0,,2,140,0.366667,0.355556,0.011111000000000038,False,False,122
24,74485470,2,500.0,500.0,,2,160,0.366667,0.355556,0.011111000000000038,False,False,122
24,74485470,2,500.0,500.0,,2,180,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,200,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,220,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,240,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,260,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,280,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,300,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,320,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,340,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,360,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,380,0.383333,0.355556,0.027776999999999996,False,False,122
24,74485470,2,500.0,500.0,,2,400,0.383333,0.355556,0.027776999999999996,False,False,122
25,525339,3,500.0,500.0,,1,20,0.536111,0.536111,0.0,False,False,134
25,525339,3,500.0,500.0,,1,40,0.536111,0.536111,0.0,False,False,134
25,525339,3,500.0,500.0,,1,60,0.536111,0.536111,0.0,False,False,134
25,525339,3,500.0,500.0,,1,80,0.536111,0.536111,0.0,False,False,134
25,525339,3,500.0,500.0,,1,100,0.558333,0.536111,0.022221999999999964,False,False,134
25,525339,3,500.0,500.0,,1,120,0.558333,0.536111,0.022221999999999964,False,False,134
25,525339,3,500.0,500.0,,1,140,0.561111,0.547222,0.01388900000000004,False,False,134
25,525339,3,500.0,500.0,,1,160,0.561111,0.547222,0.01388900000000004,False,False,134
25,525339,3,500.0,500.0,,1,180,0.561111,0.547222,0.01388900000000004,False,False,134
25,525339,3,500.0,500.0,,1,200,0.561111,0.547222,0.01388900000000004,False,False,134
25,525339,3,500.0,500.0,,1,220,0.563889,0.547222,0.016666999999999987,False,False,134
25,525339,3,500.0,500.0,,1,240,0.563889,0.547222,0.016666999999999987,False,False,134
25,525339,3,500.0,500.0,,1,260,0.563889,0.547222,0.016666999999999987,False,False,134
25,525339,3,500.0,500.0,,1,280,0.563889,0.547222,0.016666999999999987,False,False,134
25,525339,3,500.0,500.0,,1,300,0.569444,0.547222,0.022221999999999964,False,False,134
25,525339,3,500.0,500.0,,1,320,0.569444,0.547222,0.022221999999999964,False,False,134
25,525339,3,500.0,500.0,,1,340,0.575,0.547222,0.02777799999999997,False,False,134
25,525339,3,500.0,500.0,,1,360,0.575,0.547222,0.02777799999999997,False,False,134
25,525339,3,500.0,500.0,,1,380,0.575,0.547222,0.02777799999999997,False,False,134
25,525339,3,500.0,500.0,,1,400,0.575,0.547222,0.02777799999999997,False,False,134
26,864365,3,500.0,500.0,,1,20,0.5,0.5,0.0,False,False,50
26,864365,3,500.0,500.0,,1,40,0.522222,0.522222,0.0,False,False,50
26,864365,3,500.0,500.0,,1,60,0.558333,0.541667,0.01666599999999996,False,False,50
26,864365,3,500.0,500.0,,1,80,0.558333,0.541667,0.01666599999999996,False,False,50
26,864365,3,500.0,500.0,,1,100,0.558333,0.541667,0.01666599999999996,False,False,50
26,864365,3,500.0,500.0,,1,120,0.558333,0.541667,0.01666599999999996,False,False,50
26,864365,3,500.0,500.0,,1,140,0.561111,0.541667,0.019444000000000017,False,False,50
26,864365,3,500.0,500.0,,1,160,0.563889,0.541667,0.022221999999999964,False,False,50
26,864365,3,500.0,500.0,,1,180,0.563889,0.541667,0.022221999999999964,False,False,50
26,864365,3,500.0,500.0,,1,200,0.563889,0.541667,0.022221999999999964,False,False,50
26,864365,3,500.0,500.0,,1,220,0.563889,0.541667,0.022221999999999964,False,False,50
26,864365,3,500.0,500.0,,1,240,0.563889,0.541667,0.022221999999999964,False,False,50
26,864365,3,500.0,500.0,,1,260,0.569444,0.541667,0.02777699999999994,False,False,50
26,864365,3,500.0,500.0,,1,280,0.569444,0.541667,0.02777699999999994,False,False,50
26,864365,3,500.0,500.0,,1,300,0.577778,0.541667,0.036111000000000004,False,False,50
26,864365,3,500.0,500.0,,1,320,0.577778,0.541667,0.036111000000000004,False,False,50
26,864365,3,500.0,500.0,,1,340,0.577778,0.541667,0.036111000000000004,False,False,50
26,864365,3,500.0,500.0,,1,360,0.577778,0.541667,0.036111000000000004,False,False,50
26,864365,3,500.0,500.0,,1,380,0.577778,0.541667,0.036111000000000004,False,False,50
26,864365,3,500.0,500.0,,1,400,0.577778,0.541667,0.036111000000000004,False,False,50
27,67358,3,500.0,500.0,,1,20,0.508333,0.508333,0.0,False,False,314
27,67358,3,500.0,500.0,,1,40,0.513889,0.508333,0.005556000000000005,False,False,314
27,67358,3,500.0,500.0,,1,60,0.536111,0.508333,0.02777799999999997,False,False,314
27,67358,3,500.0,500.0,,1,80,0.536111,0.525,0.011110999999999982,False,False,314
27,67358,3,500.0,500.0,,1,100,0.602778,0.55,0.05277799999999999,False,False,314
27,67358,3,500.0,500.0,,1,120,0.602778,0.55,0.05277799999999999,False,False,314
27,67358,3,500.0,500.0,,1,140,0.608333,0.55,0.05833299999999997,False,False,314
27,67358,3,500.0,500.0,,1,160,0.608333,0.55,0.05833299999999997,False,False,314
27,67358,3,500.0,500.0,,1,180,0.608333,0.569444,0.03888900000000006,False,False,314
27,67358,3,500.0,500.0,,1,200,0.608333,0.575,0.03333300000000006,False,False,314
27,67358,3,500.0,500.0,,1,220,0.608333,0.575,0.03333300000000006,False,False,314
27,67358,3,500.0,500.0,,1,240,0.608333,0.575,0.03333300000000006,False,False,314
27,67358,3,500.0,500.0,,1,260,0.608333,0.575,0.03333300000000006,False,False,314
27,67358,3,500.0,500.0,,1,280,0.616667,0.575,0.04166700000000001,False,False,314
27,67358,3,500.0,500.0,,1,300,0.616667,0.575,0.04166700000000001,False,False,314
27,67358,3,500.0,500.0,,1,320,0.616667,0.583333,0.033333999999999975,False,False,314
27,67358,3,500.0,500.0,,1,340,0.616667,0.583333,0.033333999999999975,False,False,314
27,67358,3,500.0,500.0,,1,360,0.616667,0.583333,0.033333999999999975,False,False,314
27,67358,3,500.0,500.0,,1,380,0.616667,0.583333,0.033333999999999975,False,False,314
27,67358,3,500.0,500.0,,1,400,0.616667,0.583333,0.033333999999999975,False,False,314
28,747263,3,500.0,500.0,,1,20,0.522222,0.522222,0.0,False,False,209
28,747263,3,500.0,500.0,,1,40,0.522222,0.538889,-0.016666999999999987,False,False,209
28,747263,3,500.0,500.0,,1,60,0.522222,0.538889,-0.016666999999999987,False,False,209
28,747263,3,500.0,500.0,,1,80,0.525,0.538889,-0.01388899999999993,False,False,209
28,747263,3,500.0,500.0,,1,100,0.525,0.538889,-0.01388899999999993,False,False,209
28,747263,3,500.0,500.0,,1,120,0.55,0.538889,0.011111000000000093,False,False,209
28,747263,3,500.0,500.0,,1,140,0.55,0.538889,0.011111000000000093,False,False,209
28,747263,3,500.0,500.0,,1,160,0.566667,0.538889,0.02777800000000008,False,False,209
28,747263,3,500.0,500.0,,1,180,0.566667,0.538889,0.02777800000000008,False,False,209
28,747263,3,500.0,500.0,,1,200,0.566667,0.538889,0.02777800000000008,False,False,209
28,747263,3,500.0,500.0,,1,220,0.566667,0.555556,0.011110999999999982,False,False,209
28,747263,3,500.0,500.0,,1,240,0.583333,0.555556,0.02777699999999994,False,False,209
28,747263,3,500.0,500.0,,1,260,0.583333,0.555556,0.02777699999999994,False,False,209
28,747263,3,500.0,500.0,,1,280,0.588889,0.555556,0.033332999999999946,False,False,209
28,747263,3,500.0,500.0,,1,300,0.588889,0.555556,0.033332999999999946,False,False,209
28,747263,3,500.0,500.0,,1,320,0.6,0.555556,0.04444399999999993,False,False,209
28,747263,3,500.0,500.0,,1,340,0.6,0.555556,0.04444399999999993,False,False,209
28,747263,3,500.0,500.0,,1,360,0.6,0.555556,0.04444399999999993,False,False,209
28,747263,3,500.0,500.0,,1,380,0.6,0.555556,0.04444399999999993,False,False,209
28,747263,3,500.0,500.0,,1,400,0.6,0.555556,0.04444399999999993,False,False,209
29,677807,3,500.0,500.0,,1,20,0.544444,0.544444,0.0,False,False,41
29,677807,3,500.0,500.0,,1,40,0.544444,0.583333,-0.03888899999999995,False,False,41
29,677807,3,500.0,500.0,,1,60,0.544444,0.608333,-0.06388899999999997,False,False,41
29,677807,3,500.0,500.0,,1,80,0.544444,0.608333,-0.06388899999999997,False,False,41
29,677807,3,500.0,500.0,,1,100,0.55,0.608333,-0.05833299999999997,False,False,41
29,677807,3,500.0,500.0,,1,120,0.566667,0.608333,-0.04166599999999998,False,False,41
29,677807,3,500.0,500.0,,1,140,0.580556,0.608333,-0.02777700000000005,False,False,41
29,677807,3,500.0,500.0,,1,160,0.580556,0.608333,-0.02777700000000005,False,False,41
29,677807,3,500.0,500.0,,1,180,0.580556,0.608333,-0.02777700000000005,False,False,41
29,677807,3,500.0,500.0,,1,200,0.594444,0.608333,-0.01388900000000004,False,False,41
29,677807,3,500.0,500.0,,1,220,0.622222,0.608333,0.01388900000000004,False,False,41
29,677807,3,500.0,500.0,,1,240,0.622222,0.608333,0.01388900000000004,False,False,41
29,677807,3,500.0,500.0,,1,260,0.622222,0.608333,0.01388900000000004,False,False,41
29,677807,3,500.0,500.0,,1,280,0.622222,0.608333,0.01388900000000004,False,False,41
29,677807,3,500.0,500.0,,1,300,0.622222,0.608333,0.01388900000000004,False,False,41
29,677807,3,500.0,500.0,,1,320,0.622222,0.608333,0.01388900000000004,False,False,41
29,677807,3,500.0,500.0,,1,340,0.636111,0.608333,0.02777799999999997,False,False,41
29,677807,3,500.0,500.0,,1,360,0.636111,0.608333,0.02777799999999997,False,False,41
29,677807,3,500.0,500.0,,1,380,0.636111,0.608333,0.02777799999999997,False,False,41
29,677807,3,500.0,500.0,,1,400,0.636111,0.608333,0.02777799999999997,False,False,41
30,806219,3,500.0,500.0,,1,20,0.577778,0.577778,0.0,False,False,18
30,806219,3,500.0,500.0,,1,40,0.577778,0.577778,0.0,False,False,18
30,806219,3,500.0,500.0,,1,60,0.577778,0.577778,0.0,False,False,18
30,806219,3,500.0,500.0,,1,80,0.577778,0.577778,0.0,False,False,18
30,806219,3,500.0,500.0,,1,100,0.577778,0.577778,0.0,False,False,18
30,806219,3,500.0,500.0,,1,120,0.577778,0.577778,0.0,False,False,18
30,806219,3,500.0,500.0,,1,140,0.577778,0.577778,0.0,False,False,18
30,806219,3,500.0,500.0,,1,160,0.577778,0.577778,0.0,False,False,18
30,806219,3,500.0,500.0,,1,180,0.586111,0.577778,0.008333000000000035,False,False,18
30,806219,3,500.0,500.0,,1,200,0.586111,0.577778,0.008333000000000035,False,False,18
30,806219,3,500.0,500.0,,1,220,0.586111,0.577778,0.008333000000000035,False,False,18
30,806219,3,500.0,500.0,,1,240,0.586111,0.577778,0.008333000000000035,False,False,18
30,806219,3,500.0,500.0,,1,260,0.586111,0.577778,0.008333000000000035,False,False,18
30,806219,3,500.0,500.0,,1,280,0.588889,0.577778,0.011110999999999982,False,False,18
30,806219,3,500.0,500.0,,1,300,0.588889,0.577778,0.011110999999999982,False,False,18
30,806219,3,500.0,500.0,,1,320,0.588889,0.577778,0.011110999999999982,False,False,18
30,806219,3,500.0,500.0,,1,340,0.588889,0.577778,0.011110999999999982,False,False,18
30,806219,3,500.0,500.0,,1,360,0.588889,0.577778,0.011110999999999982,False,False,18
30,806219,3,500.0,500.0,,1,380,0.588889,0.577778,0.011110999999999982,False,False,18
30,806219,3,500.0,500.0,,1,400,0.588889,0.577778,0.011110999999999982,False,False,18
31,76126870,3,500.0,500.0,,1,20,0.544444,0.544444,0.0,False,False,178
31,76126870,3,500.0,500.0,,1,40,0.544444,0.544444,0.0,False,False,178
31,76126870,3,500.0,500.0,,1,60,0.544444,0.544444,0.0,False,False,178
31,76126870,3,500.0,500.0,,1,80,0.544444,0.544444,0.0,False,False,178
31,76126870,3,500.0,500.0,,1,100,0.588889,0.544444,0.04444499999999996,False,False,178
31,76126870,3,500.0,500.0,,1,120,0.588889,0.558333,0.030556000000000028,False,False,178
31,76126870,3,500.0,500.0,,1,140,0.597222,0.558333,0.03888900000000006,False,False,178
31,76126870,3,500.0,500.0,,1,160,0.597222,0.558333,0.03888900000000006,False,False,178
31,76126870,3,500.0,500.0,,1,180,0.608333,0.591667,0.01666599999999996,False,False,178
31,76126870,3,500.0,500.0,,1,200,0.608333,0.591667,0.01666599999999996,False,False,178
31,76126870,3,500.0,500.0,,1,220,0.608333,0.591667,0.01666599999999996,False,False,178
31,76126870,3,500.0,500.0,,1,240,0.608333,0.591667,0.01666599999999996,False,False,178
31,76126870,3,500.0,500.0,,1,260,0.608333,0.591667,0.01666599999999996,False,False,178
31,76126870,3,500.0,500.0,,1,280,0.608333,0.591667,0.01666599999999996,False,False,178
31,76126870,3,500.0,500.0,,1,300,0.608333,0.591667,0.01666599999999996,False,False,178
31,76126870,3,500.0,500.0,,1,320,0.616667,0.591667,0.02499999999999991,False,False,178
31,76126870,3,500.0,500.0,,1,340,0.627778,0.591667,0.03611099999999989,False,False,178
31,76126870,3,500.0,500.0,,1,360,0.647222,0.591667,0.05555499999999991,False,False,178
31,76126870,3,500.0,500.0,,1,380,0.647222,0.591667,0.05555499999999991,False,False,178
