pair,method,file,seed,relays,width,height,iteration,evaluation,best_fitness
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,0,1,0.230556
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,0,4,0.3
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,0,5,0.344444
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,1,39,0.361111
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,3,70,0.372222
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,4,84,0.386111
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,4,90,0.388889
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,4,94,0.402778
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,4,99,0.433333
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,6,132,0.452778
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,7,160,0.461111
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,10,201,0.463889
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,11,236,0.466667
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,12,259,0.469444
1,PSO,2026-09-20_20-48-58.log,37283284,2,500.0,500.0,15,306,0.475
1,Naive,2026-09-20_20-58-31.log,,224,,,0,1,0.230556
1,Naive,2026-09-20_20-58-31.log,,224,,,3,4,0.3
1,Naive,2026-09-20_20-58-31.log,,224,,,4,5,0.344444
1,Naive,2026-09-20_20-58-31.log,,224,,,50,51,0.377778
1,Naive,2026-09-20_20-58-31.log,,224,,,58,59,0.397222
1,Naive,2026-09-20_20-58-31.log,,224,,,227,228,0.444444
2,PSO,2026-09-20_21-06-20.log,37283284,2,500.0,500.0,0,1,0.172222
2,PSO,2026-09-20_21-06-20.log,37283284,2,500.0,500.0,0,4,0.205556
2,PSO,2026-09-20_21-06-20.log,37283284,2,500.0,500.0,0,9,0.230556
2,PSO,2026-09-20_21-06-20.log,37283284,2,500.0,500.0,0,10,0.252778
2,PSO,2026-09-20_21-06-20.log,37283284,2,500.0,500.0,1,37,0.275
2,PSO,2026-09-20_21-06-20.log,37283284,2,500.0,500.0,1,38,0.288889
2,PSO,2026-09-20_21-06-20.log,37283284,2,500.0,500.0,1,39,0.297222
2,PSO,2026-09-20_21-06-20.log,37283284,2,500.0,500.0,3,70,0.305556
2,PSO,2026-09-20_21-06-20.log,37283284,2,500.0,500.0,8,173,0.308333
2,PSO,2026-09-20_21-06-20.log,37283284,2,500.0,500.0,12,245,0.316667
2,Naive,2026-09-20_21-15-06.log,,260,,,0,1,0.172222
2,Naive,2026-09-20_21-15-06.log,,260,,,3,4,0.205556
2,Naive,2026-09-20_21-15-06.log,,260,,,8,9,0.230556
2,Naive,2026-09-20_21-15-06.log,,260,,,9,10,0.252778
2,Naive,2026-09-20_21-15-06.log,,260,,,34,35,0.261111
2,Naive,2026-09-20_21-15-06.log,,260,,,58,59,0.269444
2,Naive,2026-09-20_21-15-06.log,,260,,,157,158,0.286111
3,PSO,2026-09-20_21-22-42.log,37283284,2,500.0,500.0,0,1,0.0972222
3,PSO,2026-09-20_21-22-42.log,37283284,2,500.0,500.0,0,3,0.141667
3,PSO,2026-09-20_21-22-42.log,37283284,2,500.0,500.0,0,10,0.161111
3,PSO,2026-09-20_21-22-42.log,37283284,2,500.0,500.0,1,37,0.172222
3,PSO,2026-09-20_21-22-42.log,37283284,2,500.0,500.0,1,38,0.183333
3,PSO,2026-09-20_21-22-42.log,37283284,2,500.0,500.0,1,39,0.205556
3,PSO,2026-09-20_21-22-42.log,37283284,2,500.0,500.0,8,170,0.211111
3,PSO,2026-09-20_21-22-42.log,37283284,2,500.0,500.0,13,276,0.213889
3,PSO,2026-09-20_21-22-42.log,37283284,2,500.0,500.0,14,290,0.216667
3,Naive,2026-09-20_21-31-17.log,,244,,,0,1,0.0972222
3,Naive,2026-09-20_21-31-17.log,,244,,,2,3,0.141667
3,Naive,2026-09-20_21-31-17.log,,244,,,9,10,0.161111
3,Naive,2026-09-20_21-31-17.log,,244,,,50,51,0.172222
3,Naive,2026-09-20_21-31-17.log,,244,,,75,76,0.183333
3,Naive,2026-09-20_21-31-17.log,,244,,,285,286,0.197222
4,PSO,2026-09-20_21-38-40.log,37283284,2,500.0,500.0,0,1,0.183333
4,PSO,2026-09-20_21-38-40.log,37283284,2,500.0,500.0,0,4,0.2
4,PSO,2026-09-20_21-38-40.log,37283284,2,500.0,500.0,0,5,0.233333
4,PSO,2026-09-20_21-38-40.log,37283284,2,500.0,500.0,2,51,0.25
4,PSO,2026-09-20_21-38-40.log,37283284,2,500.0,500.0,5,119,0.266667
4,PSO,2026-09-20_21-38-40.log,37283284,2,500.0,500.0,15,311,0.283333
4,Naive,2026-09-20_21-46-27.log,,84,,,0,1,0.183333
4,Naive,2026-09-20_21-46-27.log,,84,,,3,4,0.2
4,Naive,2026-09-20_21-46-27.log,,84,,,4,5,0.233333
4,Naive,2026-09-20_21-46-27.log,,84,,,25,26,0.263889
4,Naive,2026-09-20_21-46-27.log,,84,,,47,48,0.277778
5,PSO,2026-09-20_21-53-24.log,37283284,2,500.0,500.0,0,1,0.166667
5,PSO,2026-09-20_21-53-24.log,37283284,2,500.0,500.0,0,3,0.169444
5,PSO,2026-09-20_21-53-24.log,37283284,2,500.0,500.0,0,4,0.172222
