pair,method,file,seed,relays,width,height,iteration,evaluation,best_fitness
5,PSO,2026-09-20_21-53-24.log,37283284,2,500.0,500.0,0,5,0.194444
5,PSO,2026-09-20_21-53-24.log,37283284,2,500.0,500.0,1,23,0.230556
5,PSO,2026-09-20_21-53-24.log,37283284,2,500.0,500.0,3,65,0.233333
5,PSO,2026-09-20_21-53-24.log,37283284,2,500.0,500.0,13,269,0.238889
5,Naive,2026-09-20_22-01-00.log,,214,,,0,1,0.166667
5,Naive,2026-09-20_22-01-00.log,,214,,,2,3,0.169444
5,Naive,2026-09-20_22-01-00.log,,214,,,3,4,0.172222
5,Naive,2026-09-20_22-01-00.log,,214,,,4,5,0.194444
5,Naive,2026-09-20_22-01-00.log,,214,,,47,48,0.219444
5,Naive,2026-09-20_22-01-00.log,,214,,,228,229,0.233333
6,PSO,2026-09-20_22-07-52.log,37283284,2,500.0,500.0,0,1,0.133333
6,PSO,2026-09-20_22-07-52.log,37283284,2,500.0,500.0,1,30,0.144444
6,PSO,2026-09-20_22-07-52.log,37283284,2,500.0,500.0,2,41,0.147222
6,PSO,2026-09-20_22-07-52.log,37283284,2,500.0,500.0,3,79,0.15
6,Naive,2026-09-20_22-15-03.log,,91,,,0,1,0.133333
6,Naive,2026-09-20_22-15-03.log,,91,,,36,37,0.147222
6,Naive,2026-09-20_22-15-03.log,,91,,,92,93,0.15
6,Naive,2026-09-20_22-15-03.log,,91,,,375,376,0.158333
7,PSO,2026-09-20_22-21-45.log,37283284,2,500.0,500.0,0,1,0.1
7,PSO,2026-09-20_22-21-45.log,37283284,2,500.0,500.0,8,176,0.116667
7,PSO,2026-09-20_22-21-45.log,37283284,2,500.0,500.0,10,203,0.133333
7,Naive,2026-09-20_22-28-58.log,,64,,,0,1,0.1
7,Naive,2026-09-20_22-28-58.log,,64,,,20,21,0.116667
7,Naive,2026-09-20_22-28-58.log,,64,,,70,71,0.130556
7,Naive,2026-09-20_22-28-58.log,,64,,,96,97,0.133333
8,PSO,2026-09-20_22-35-49.log,37283284,2,500.0,500.0,0,1,0.1
8,PSO,2026-09-20_22-35-49.log,37283284,2,500.0,500.0,8,176,0.116667
8,PSO,2026-09-20_22-35-49.log,37283284,2,500.0,500.0,10,203,0.133333
8,Naive,2026-09-20_22-42-56.log,,64,,,0,1,0.1
8,Naive,2026-09-20_22-42-56.log,,64,,,20,21,0.116667
8,Naive,2026-09-20_22-42-56.log,,64,,,70,71,0.133333
9,PSO,2026-09-20_22-49-48.log,37283284,2,500.0,500.0,0,1,0.1
9,PSO,2026-09-20_22-49-48.log,37283284,2,500.0,500.0,2,53,0.108333
9,PSO,2026-09-20_22-49-48.log,37283284,2,500.0,500.0,3,67,0.116667
9,PSO,2026-09-20_22-49-48.log,37283284,2,500.0,500.0,5,101,0.130556
9,PSO,2026-09-20_22-49-48.log,37283284,2,500.0,500.0,10,201,0.133333
9,Naive,2026-09-20_22-56-55.log,,64,,,0,1,0.1
9,Naive,2026-09-20_22-56-55.log,,64,,,20,21,0.108333
9,Naive,2026-09-20_22-56-55.log,,64,,,70,71,0.113889
9,Naive,2026-09-20_22-56-55.log,,64,,,81,82,0.116667
9,Naive,2026-09-20_22-56-55.log,,64,,,96,97,0.122222
10,PSO,2026-09-20_23-03-27.log,1555680,2,500.0,500.0,0,1,0.166667
10,PSO,2026-09-20_23-03-27.log,1555680,2,500.0,500.0,0,3,0.175
10,PSO,2026-09-20_23-03-27.log,1555680,2,500.0,500.0,0,5,0.216667
10,PSO,2026-09-20_23-03-27.log,1555680,2,500.0,500.0,0,6,0.383333
10,PSO,2026-09-20_23-03-27.log,1555680,2,500.0,500.0,3,77,0.388889
10,PSO,2026-09-20_23-03-27.log,1555680,2,500.0,500.0,4,86,0.391667
10,PSO,2026-09-20_23-03-27.log,1555680,2,500.0,500.0,6,138,0.408333
10,PSO,2026-09-20_23-03-27.log,1555680,2,500.0,500.0,10,217,0.413889
10,PSO,2026-09-20_23-03-27.log,1555680,2,500.0,500.0,10,218,0.416667
10,PSO,2026-09-20_23-03-27.log,1555680,2,500.0,500.0,12,260,0.419444
10,Naive,2026-09-20_23-13-02.log,,278,,,0,1,0.166667
10,Naive,2026-09-20_23-13-02.log,,278,,,2,3,0.175
10,Naive,2026-09-20_23-13-02.log,,278,,,4,5,0.216667
10,Naive,2026-09-20_23-13-02.log,,278,,,5,6,0.383333
10,Naive,2026-09-20_23-13-02.log,,278,,,128,129,0.405556
11,PSO,2026-09-20_23-20-55.log,1555680,2,500.0,500.0,0,1,0.0972222
11,PSO,2026-09-20_23-20-55.log,1555680,2,500.0,500.0,0,3,0.15
11,PSO,2026-09-20_23-20-55.log,1555680,2,500.0,500.0,0,6,0.283333
11,PSO,2026-09-20_23-20-55.log,1555680,2,500.0,500.0,1,23,0.305556
11,PSO,2026-09-20_23-20-55.log,1555680,2,500.0,500.0,5,114,0.308333
11,PSO,2026-09-20_23-20-55.log,1555680,2,500.0,500.0,7,149,0.313889
11,PSO,2026-09-20_23-20-55.log,1555680,2,500.0,500.0,8,166,0.316667
11,Naive,2026-09-20_23-29-50.log,,96,,,0,1,0.0972222
11,Naive,2026-09-20_23-29-50.log,,96,,,2,3,0.15
11,Naive,2026-09-20_23-29-50.log,,96,,,5,6,0.283333
11,Naive,2026-09-20_23-29-50.log,,96,,,124,125,0.294444
12,PSO,2026-09-20_23-37-22.log,1555680,2,500.0,500.0,0,1,0.0666667
12,PSO,2026-09-20_23-37-22.log,1555680,2,500.0,500.0,0,3,0.1
12,PSO,2026-09-20_23-37-22.log,1555680,2,500.0,500.0,0,6,0.141667
12,PSO,2026-09-20_23-37-22.log,1555680,2,500.0,500.0,1,23,0.163889
12,PSO,2026-09-20_23-37-22.log,1555680,2,500.0,500.0,3,65,0.180556
12,PSO,2026-09-20_23-37-22.log,1555680,2,500.0,500.0,5,101,0.183333
12,PSO,2026-09-20_23-37-22.log,1555680,2,500.0,500.0,19,387,0.186111
12,Naive,2026-09-20_23-45-46.log,,56,,,0,1,0.0666667
12,Naive,2026-09-20_23-45-46.log,,56,,,2,3,0.1
12,Naive,2026-09-20_23-45-46.log,,56,,,5,6,0.141667
12,Naive,2026-09-20_23-45-46.log,,56,,,28,29,0.15
12,Naive,2026-09-20_23-45-46.log,,56,,,36,37,0.186111
13,PSO,2026-09-20_23-53-07.log,1555680,2,500.0,500.0,0,1,0.1
13,PSO,2026-09-20_23-53-07.log,1555680,2,500.0,500.0,0,5,0.15
13,PSO,2026-09-20_23-53-07.log,1555680,2,500.0,500.0,0,9,0.230556
13,PSO,2026-09-20_23-53-07.log,1555680,2,500.0,500.0,1,25,0.233333
13,PSO,2026-09-20_23-53-07.log,1555680,2,500.0,500.0,2,41,0.25
13,PSO,2026-09-20_23-53-07.log,1555680,2,500.0,500.0,3,69,0.266667
13,Naive,2026-09-21_00-00-58.log,,64,,,0,1,0.1
13,Naive,2026-09-21_00-00-58.log,,64,,,4,5,0.15
13,Naive,2026-09-21_00-00-58.log,,64,,,8,9,0.230556
13,Naive,2026-09-21_00-00-58.log,,64,,,28,29,0.244444
13,Naive,2026-09-21_00-00-58.log,,64,,,46,47,0.266667
14,PSO,2026-09-21_00-07-46.log,1555680,2,500.0,500.0,0,1,0.0944444
14,PSO,2026-09-21_00-07-46.log,1555680,2,500.0,500.0,0,7,0.144444
14,PSO,2026-09-21_00-07-46.log,1555680,2,500.0,500.0,0,9,0.2
14,PSO,2026-09-21_00-07-46.log,1555680,2,500.0,500.0,2,58,0.205556
14,PSO,2026-09-21_00-07-46.log,1555680,2,500.0,500.0,3,79,0.216667
14,PSO,2026-09-21_00-07-46.log,1555680,2,500.0,500.0,9,182,0.219444
14,PSO,2026-09-21_00-07-46.log,1555680,2,500.0,500.0,12,251,0.225
14,PSO,2026-09-21_00-07-46.log,1555680,2,500.0,500.0,12,255,0.230556
14,PSO,2026-09-21_00-07-46.log,1555680,2,500.0,500.0,13,271,0.233333
14,PSO,2026-09-21_00-07-46.log,1555680,2,500.0,500.0,16,336,0.241667
14,Naive,2026-09-21_00-15-18.log,,64,,,0,1,0.0944444
14,Naive,2026-09-21_00-15-18.log,,64,,,6,7,0.144444
14,Naive,2026-09-21_00-15-18.log,,64,,,8,9,0.2
14,Naive,2026-09-21_00-15-18.log,,64,,,46,47,0.233333
15,PSO,2026-09-21_00-21-55.log,1555680,2,500.0,500.0,0,1,0.0833333
15,PSO,2026-09-21_00-21-55.log,1555680,2,500.0,500.0,0,19,0.1
15,PSO,2026-09-21_00-21-55.log,1555680,2,500.0,500.0,2,42,0.116667
15,PSO,2026-09-21_00-21-55.log,1555680,2,500.0,500.0,2,46,0.133333
15,PSO,2026-09-21_00-21-55.log,1555680,2,500.0,500.0,5,104,0.141667
15,PSO,2026-09-21_00-21-55.log,1555680,2,500.0,500.0,8,179,0.147222
15,Naive,2026-09-21_00-29-13.log,,99,,,0,1,0.0833333
15,Naive,2026-09-21_00-29-13.log,,99,,,18,19,0.1
15,Naive,2026-09-21_00-29-13.log,,99,,,28,29,0.122222
15,Naive,2026-09-21_00-29-13.log,,99,,,29,30,0.130556
15,Naive,2026-09-21_00-29-13.log,,99,,,94,95,0.133333
15,Naive,2026-09-21_00-29-13.log,,99,,,213,214,0.15
16,PSO,2026-09-21_00-35-39.log,1555680,2,500.0,500.0,0,1,0.0333333
16,PSO,2026-09-21_00-35-39.log,1555680,2,500.0,500.0,0,2,0.0666667
16,PSO,2026-09-21_00-35-39.log,1555680,2,500.0,500.0,0,5,0.0833333
16,PSO,2026-09-21_00-35-39.log,1555680,2,500.0,500.0,5,119,0.1
16,Naive,2026-09-21_00-42-22.log,,153,,,0,1,0.0333333
16,Naive,2026-09-21_00-42-22.log,,153,,,1,2,0.0666667
16,Naive,2026-09-21_00-42-22.log,,153,,,4,5,0.0833333
16,Naive,2026-09-21_00-42-22.log,,153,,,171,172,0.1
17,PSO,2026-09-21_00-48-43.log,1555680,2,500.0,500.0,0,1,0.0333333
17,PSO,2026-09-21_00-48-43.log,1555680,2,500.0,500.0,0,2,0.0666667
17,PSO,2026-09-21_00-48-43.log,1555680,2,500.0,500.0,0,5,0.0833333
17,PSO,2026-09-21_00-48-43.log,1555680,2,500.0,500.0,5,119,0.1
17,Naive,2026-09-21_00-55-18.log,,153,,,0,1,0.0333333
17,Naive,2026-09-21_00-55-18.log,,153,,,1,2,0.0666667
17,Naive,2026-09-21_00-55-18.log,,153,,,4,5,0.0833333
17,Naive,2026-09-21_00-55-18.log,,153,,,171,172,0.0972222
18,PSO,2026-09-21_01-01-37.log,1555680,2,500.0,500.0,0,1,0.0333333
18,PSO,2026-09-21_01-01-37.log,1555680,2,500.0,500.0,0,2,0.0666667
18,PSO,2026-09-21_01-01-37.log,1555680,2,500.0,500.0,0,5,0.0694444
18,PSO,2026-09-21_01-01-37.log,1555680,2,500.0,500.0,3,71,0.0833333
18,PSO,2026-09-21_01-01-37.log,1555680,2,500.0,500.0,7,159,0.0944444
18,PSO,2026-09-21_01-01-37.log,1555680,2,500.0,500.0,14,299,0.0972222
18,Naive,2026-09-21_01-08-12.log,,129,,,0,1,0.0333333
18,Naive,2026-09-21_01-08-12.log,,129,,,1,2,0.0666667
18,Naive,2026-09-21_01-08-12.log,,129,,,4,5,0.0694444
18,Naive,2026-09-21_01-08-12.log,,129,,,26,27,0.0722222
18,Naive,2026-09-21_01-08-12.log,,129,,,27,28,0.0833333
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,0,1,0.266667
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,0,2,0.344444
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,0,8,0.366667
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,0,13,0.386111
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,0,15,0.408333
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,1,22,0.425
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,1,29,0.427778
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,2,41,0.441667
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,2,48,0.461111
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,3,76,0.483333
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,5,118,0.486111
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,10,210,0.488889
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,14,281,0.491667
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,15,301,0.5
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,16,321,0.502778
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,18,367,0.505556
19,PSO,2026-09-21_01-14-29.log,60466,2,500.0,500.0,20,401,0.508333
19,Naive,2026-09-21_01-23-23.log,,159,,,0,1,0.266667
19,Naive,2026-09-21_01-23-23.log,,159,,,1,2,0.344444
19,Naive,2026-09-21_01-23-23.log,,159,,,7,8,0.366667
19,Naive,2026-09-21_01-23-23.log,,159,,,12,13,0.386111
19,Naive,2026-09-21_01-23-23.log,,159,,,14,15,0.408333
19,Naive,2026-09-21_01-23-23.log,,159,,,35,36,0.444444
19,Naive,2026-09-21_01-23-23.log,,159,,,88,89,0.466667
19,Naive,2026-09-21_01-23-23.log,,159,,,144,145,0.505556
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,0,1,0.205556
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,0,2,0.219444
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,0,3,0.230556
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,0,5,0.241667
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,0,8,0.25
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,0,13,0.266667
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,1,29,0.277778
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,2,58,0.3
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,3,66,0.336111
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,4,90,0.341667
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,5,104,0.391667
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,5,113,0.413889
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,16,332,0.416667
20,PSO,2026-09-21_01-31-19.log,60466,2,500.0,500.0,20,411,0.427778
20,Naive,2026-09-21_01-40-32.log,,159,,,0,1,0.205556
20,Naive,2026-09-21_01-40-32.log,,159,,,1,2,0.219444
20,Naive,2026-09-21_01-40-32.log,,159,,,2,3,0.230556
20,Naive,2026-09-21_01-40-32.log,,159,,,4,5,0.241667
20,Naive,2026-09-21_01-40-32.log,,159,,,7,8,0.25
20,Naive,2026-09-21_01-40-32.log,,159,,,12,13,0.266667
20,Naive,2026-09-21_01-40-32.log,,159,,,32,33,0.283333
20,Naive,2026-09-21_01-40-32.log,,159,,,110,111,0.302778
20,Naive,2026-09-21_01-40-32.log,,159,,,126,127,0.325
20,Naive,2026-09-21_01-40-32.log,,159,,,144,145,0.372222
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,0,1,0.0722222
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,0,2,0.113889
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,1,29,0.116667
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,1,36,0.138889
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,2,55,0.147222
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,5,115,0.152778
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,6,124,0.155556
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,7,141,0.166667
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,7,152,0.175
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,11,232,0.180556
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,13,264,0.188889
21,PSO,2026-09-21_01-48-18.log,60466,2,500.0,500.0,20,407,0.194444
21,Naive,2026-09-21_01-56-44.log,,66,,,0,1,0.0722222
21,Naive,2026-09-21_01-56-44.log,,66,,,1,2,0.113889
21,Naive,2026-09-21_01-56-44.log,,66,,,20,21,0.127778
21,Naive,2026-09-21_01-56-44.log,,66,,,40,41,0.130556
21,Naive,2026-09-21_01-56-44.log,,66,,,94,95,0.138889
21,Naive,2026-09-21_01-56-44.log,,66,,,150,151,0.141667
21,Naive,2026-09-21_01-56-44.log,,66,,,276,277,0.147222
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,0,1,0.183333
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,0,3,0.216667
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,0,4,0.233333
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,0,6,0.266667
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,5,108,0.280556
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,8,169,0.283333
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,16,340,0.297222
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,17,341,0.327778
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,17,345,0.333333
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,17,354,0.347222
22,PSO,2026-09-21_02-04-15.log,60466,2,500.0,500.0,19,381,0.361111
22,Naive,2026-09-21_02-12-21.log,,72,,,0,1,0.183333
22,Naive,2026-09-21_02-12-21.log,,72,,,2,3,0.216667
22,Naive,2026-09-21_02-12-21.log,,72,,,3,4,0.233333
22,Naive,2026-09-21_02-12-21.log,,72,,,5,6,0.266667
22,Naive,2026-09-21_02-12-21.log,,72,,,68,69,0.280556
22,Naive,2026-09-21_02-12-21.log,,72,,,107,108,0.283333
22,Naive,2026-09-21_02-12-21.log,,72,,,180,181,0.297222
22,Naive,2026-09-21_02-12-21.log,,72,,,284,285,0.316667
23,PSO,2026-09-21_02-19-35.log,60466,2,500.0,500.0,0,1,0.175
23,PSO,2026-09-21_02-19-35.log,60466,2,500.0,500.0,0,4,0.233333
23,PSO,2026-09-21_02-19-35.log,60466,2,500.0,500.0,2,41,0.236111
23,PSO,2026-09-21_02-19-35.log,60466,2,500.0,500.0,2,60,0.238889
23,PSO,2026-09-21_02-19-35.log,60466,2,500.0,500.0,3,62,0.241667
23,PSO,2026-09-21_02-19-35.log,60466,2,500.0,500.0,3,64,0.244444
23,PSO,2026-09-21_02-19-35.log,60466,2,500.0,500.0,3,78,0.25
23,PSO,2026-09-21_02-19-35.log,60466,2,500.0,500.0,13,269,0.252778
23,PSO,2026-09-21_02-19-35.log,60466,2,500.0,500.0,18,368,0.258333
23,Naive,2026-09-21_02-27-30.log,,72,,,0,1,0.175
23,Naive,2026-09-21_02-27-30.log,,72,,,3,4,0.233333
23,Naive,2026-09-21_02-27-30.log,,72,,,32,33,0.247222
23,Naive,2026-09-21_02-27-30.log,,72,,,57,58,0.252778
23,Naive,2026-09-21_02-27-30.log,,72,,,284,285,0.261111
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,0,1,0.0916667
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,0,4,0.116667
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,0,15,0.138889
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,1,38,0.141667
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,3,62,0.144444
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,3,72,0.147222
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,3,74,0.15
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,4,88,0.172222
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,8,172,0.175
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,9,194,0.177778
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,13,265,0.188889
24,PSO,2026-09-21_02-34-34.log,60466,2,500.0,500.0,16,338,0.191667
24,Naive,2026-09-21_02-42-17.log,,156,,,0,1,0.0916667
24,Naive,2026-09-21_02-42-17.log,,156,,,3,4,0.116667
24,Naive,2026-09-21_02-42-17.log,,156,,,14,15,0.138889
24,Naive,2026-09-21_02-42-17.log,,156,,,32,33,0.158333
24,Naive,2026-09-21_02-42-17.log,,156,,,107,108,0.169444
24,Naive,2026-09-21_02-42-17.log,,156,,,194,195,0.172222
25,PSO,2026-09-21_02-49-15.log,60466,2,500.0,500.0,0,1,0.0666667
25,PSO,2026-09-21_02-49-15.log,60466,2,500.0,500.0,0,3,0.1
25,PSO,2026-09-21_02-49-15.log,60466,2,500.0,500.0,0,5,0.116667
25,PSO,2026-09-21_02-49-15.log,60466,2,500.0,500.0,1,26,0.15
25,PSO,2026-09-21_02-49-15.log,60466,2,500.0,500.0,2,52,0.166667
25,PSO,2026-09-21_02-49-15.log,60466,2,500.0,500.0,4,84,0.2
25,Naive,2026-09-21_02-56-37.log,,47,,,0,1,0.0666667
25,Naive,2026-09-21_02-56-37.log,,47,,,2,3,0.1
25,Naive,2026-09-21_02-56-37.log,,47,,,4,5,0.116667
25,Naive,2026-09-21_02-56-37.log,,47,,,68,69,0.133333
25,Naive,2026-09-21_02-56-37.log,,47,,,82,83,0.15
25,Naive,2026-09-21_02-56-37.log,,47,,,105,106,0.163889
26,PSO,2026-09-21_03-03-10.log,60466,2,500.0,500.0,0,1,0.0666667
26,PSO,2026-09-21_03-03-10.log,60466,2,500.0,500.0,0,3,0.1
26,PSO,2026-09-21_03-03-10.log,60466,2,500.0,500.0,0,5,0.116667
26,PSO,2026-09-21_03-03-10.log,60466,2,500.0,500.0,1,26,0.15
26,PSO,2026-09-21_03-03-10.log,60466,2,500.0,500.0,2,52,0.166667
26,PSO,2026-09-21_03-03-10.log,60466,2,500.0,500.0,4,84,0.191667
